Fecha,Codigo,Ventas,Prevision
2016-11-01,101,-0.19504162251993767,NA
2016-11-01,178,0.8947500688707155,NA
2016-11-01,603,-1.4708763770417586,NA
2016-11-01,917,0.44625184082681624,NA
2016-11-01,1676,-0.4755509093233433,NA
2016-11-01,5831,-1.5239465257388534,NA
2016-11-01,12517,-0.14593401689740065,NA
2016-11-01,27864,2.7645008138343536,NA
2016-11-01,27971,0.48649212090942884,NA
2016-11-01,38339,-0.8979002410324185,NA
2016-11-01,47840,0.019592092985000156,NA
2016-11-01,50973,-0.4399243591879263,NA
2016-11-01,54127,-1.121448723672764,NA
2016-11-01,75756,0.4499751081057961,NA
2016-11-01,81798,0.6287064691161791,NA
2016-11-01,116610,0.3321976314173268,NA
2016-11-01,119221,0.8400831679353894,NA
2016-11-01,182644,0.40457338942667503,NA
2016-11-01,195167,-0.46481044641998936,NA
2016-11-01,14635,-0.6393697484071685,NA
2016-11-02,101,-0.4599000958442808,NA
2016-11-02,178,-0.46469496882740313,NA
2016-11-02,603,0.10547983435794875,NA
2016-11-02,917,1.6286858044457948,NA
2016-11-02,1676,-1.0484087319518622,NA
2016-11-02,5831,-1.1118965964067324,NA
2016-11-02,12517,0.10178993444176503,NA
2016-11-02,27864,0.6326354729532762,NA
2016-11-02,27971,-0.39525781282982064,NA
2016-11-02,38339,1.254172220250015,NA
2016-11-02,47840,-0.22138700482722778,NA
2016-11-02,50973,-0.8284430854730682,NA
2016-11-02,54127,0.6816515122009438,NA
2016-11-02,75756,1.0007558589491798,NA
2016-11-02,81798,-0.407505462244394,NA
2016-11-02,116610,0.5259853180343641,NA
2016-11-02,119221,-0.3552450848021137,NA
2016-11-02,182644,-0.36309687006703517,NA
2016-11-02,195167,-1.7334551709215982,NA
2016-11-02,14635,-1.8068619362918674,NA
2016-11-03,101,-0.6949152413149909,NA
2016-11-03,178,0.46726450548154114,NA
2016-11-03,603,-0.6689371616590966,NA
2016-11-03,917,-0.24841458495625948,NA
2016-11-03,1676,-0.9356612350407786,NA
2016-11-03,5831,-0.4911708887151587,NA
2016-11-03,12517,-0.8070683040319311,NA
2016-11-03,27864,-1.5112238877058073,NA
2016-11-03,27971,0.5764816245482408,NA
2016-11-03,38339,-1.1570935129948954,NA
2016-11-03,47840,1.4468540137914963,NA
2016-11-03,50973,-0.03209834256315537,NA
2016-11-03,54127,-0.05989517118048135,NA
2016-11-03,75756,-0.5417606556730287,NA
2016-11-03,81798,-1.306230654690629,NA
2016-11-03,116610,0.57436821880187106,NA
2016-11-03,119221,-1.544627557903681,NA
2016-11-03,182644,2.2167176150557544,NA
2016-11-03,195167,-1.197731254920662,NA
2016-11-03,14635,-2.1735140913830824,NA
2016-11-04,101,-1.0133684751015335,NA
2016-11-04,178,1.6935208443066785,NA
2016-11-04,603,-1.6584073991474566,NA
2016-11-04,917,1.464012565311479,NA
2016-11-04,1676,-0.7351396543675384,NA
2016-11-04,5831,0.17228685353100287,NA
2016-11-04,12517,-0.635550596531992,NA
2016-11-04,27864,-0.6378901815500159,NA
2016-11-04,27971,-0.18635750551487595,NA
2016-11-04,38339,1.0501008157292566,NA
2016-11-04,47840,-0.2755685915278757,NA
2016-11-04,50973,0.18812676695904668,NA
2016-11-04,54127,-0.3318739322305162,NA
2016-11-04,75756,0.7410336587544479,NA
2016-11-04,81798,0.7404752712987341,NA
2016-11-04,116610,-1.3512085671088905,NA
2016-11-04,119221,-0.7539851896670807,NA
2016-11-04,182644,-0.7411921095060229,NA
2016-11-04,195167,0.9474589386585404,NA
2016-11-04,14635,0.47723358358397605,NA
2016-11-05,101,-1.3547860229009656,NA
2016-11-05,178,-1.596898079251093,NA
2016-11-05,603,-1.1001725967906402,NA
2016-11-05,917,-1.094896381283413,NA
2016-11-05,1676,-2.2914253867883154,NA
2016-11-05,5831,2.816830390804308,NA
2016-11-05,12517,-0.2893121701971672,NA
2016-11-05,27864,0.7427509201833017,NA
2016-11-05,27971,-0.04684748032436838,NA
2016-11-05,38339,-0.16030596148868345,NA
2016-11-05,47840,-1.7727089655913464,NA
2016-11-05,50973,1.241586612188393,NA
2016-11-05,54127,-3.348728313298032,NA
2016-11-05,75756,0.17274201127038713,NA
2016-11-05,81798,-0.47940490904184574,NA
2016-11-05,116610,0.26826144474744507,NA
2016-11-05,119221,0.4379460569415882,NA
2016-11-05,182644,0.36299292946904005,NA
2016-11-05,195167,0.6908603210587854,NA
2016-11-05,14635,-0.6075871673466811,NA
2016-11-06,101,1.095280867961994,NA
2016-11-06,178,0.016123492901114696,NA
2016-11-06,603,-0.5420457810760857,NA
2016-11-06,917,0.8496522903413358,NA
2016-11-06,1676,-1.479237800287568,NA
2016-11-06,5831,-1.0874481859150307,NA
2016-11-06,12517,-1.6294673394522108,NA
2016-11-06,27864,-1.7459675217729407,NA
2016-11-06,27971,1.2872311207997744,NA
2016-11-06,38339,0.12100212493095563,NA
2016-11-06,47840,-1.157689931276815,NA
2016-11-06,50973,0.04658993056242738,NA
2016-11-06,54127,1.2251362069453804,NA
2016-11-06,75756,-0.2600085757684147,NA
2016-11-06,81798,0.04328866716387094,NA
2016-11-06,116610,-0.06970820425151143,NA
2016-11-06,119221,-0.6068705664473318,NA
2016-11-06,182644,-1.0681860584152385,NA
2016-11-06,195167,-1.0712313125279345,NA
2016-11-06,14635,1.4347541832158233,NA
2016-11-07,101,-0.6469733066242168,NA
2016-11-07,178,1.2532334097794549,NA
2016-11-07,603,-0.7338556826145562,NA
2016-11-07,917,2.474384146758681,NA
2016-11-07,1676,0.7033689633318752,NA
2016-11-07,5831,0.35111395405372664,NA
2016-11-07,12517,-0.9027566000084424,NA
2016-11-07,27864,1.1921185295553458,NA
2016-11-07,27971,-1.1591670310521185,NA
2016-11-07,38339,0.7693381974041162,NA
2016-11-07,47840,-0.615523597757256,NA
2016-11-07,50973,0.442783190737934,NA
2016-11-07,54127,0.37895346967829685,NA
2016-11-07,75756,-0.5841955075590419,NA
2016-11-07,81798,-0.437738060826389,NA
2016-11-07,116610,-1.1692080501572375,NA
2016-11-07,119221,1.3311846261252862,NA
2016-11-07,182644,0.04601653303418604,NA
2016-11-07,195167,0.6020593761685379,NA
2016-11-07,14635,1.1538801277767652,NA
2016-11-08,101,-0.361537029295668,NA
2016-11-08,178,-0.5504608383751135,NA
2016-11-08,603,0.5664146974021302,NA
2016-11-08,917,-0.2172152660180131,NA
2016-11-08,1676,-1.2775184621632707,NA
2016-11-08,5831,-0.13869058893297034,NA
2016-11-08,12517,-2.569967378502214,NA
2016-11-08,27864,-0.14728231744801035,NA
2016-11-08,27971,0.8754107175539398,NA
2016-11-08,38339,0.36957362706492847,NA
2016-11-08,47840,-0.08916954622582328,NA
2016-11-08,50973,-0.28745682749131346,NA
2016-11-08,54127,-2.6975704493773827,NA
2016-11-08,75756,1.1054386175350799,NA
2016-11-08,81798,-1.0420967658759377,NA
2016-11-08,116610,-1.7553754867754787,NA
2016-11-08,119221,-0.4525031700899561,NA
2016-11-08,182644,0.1371826648479201,NA
2016-11-08,195167,-0.9941124763371022,NA
2016-11-08,14635,-0.3945796592337665,NA
2016-11-09,101,0.13415107035658938,NA
2016-11-09,178,0.14006505470332584,NA
2016-11-09,603,0.14861925826782932,NA
2016-11-09,917,-0.976252720752866,NA
2016-11-09,1676,0.38920397702065884,NA
2016-11-09,5831,-0.12986026582146584,NA
2016-11-09,12517,-0.7668701763170502,NA
2016-11-09,27864,-0.6869464406872793,NA
2016-11-09,27971,0.03399036539277147,NA
2016-11-09,38339,-0.26644745282631316,NA
2016-11-09,47840,0.6999447506432218,NA
2016-11-09,50973,-0.7288023023322246,NA
2016-11-09,54127,0.37853110282403735,NA
2016-11-09,75756,-1.3726379167096823,NA
2016-11-09,81798,0.2086428546233524,NA
2016-11-09,116610,1.8227677640661313,NA
2016-11-09,119221,-0.7849357912618737,NA
2016-11-09,182644,-1.1978159202067329,NA
2016-11-09,195167,-0.3839351204213249,NA
2016-11-09,14635,-0.7330201663502167,NA
2016-11-10,101,-0.3186431479976996,NA
2016-11-10,178,-0.3983743981050436,NA
2016-11-10,603,0.22772104953752975,NA
2016-11-10,917,-0.3566690973511935,NA
2016-11-10,1676,-0.6507252123014178,NA
2016-11-10,5831,1.275010198778282,NA
2016-11-10,12517,1.281043715997466,NA
2016-11-10,27864,1.7911155050672487,NA
2016-11-10,27971,-0.6237376626393407,NA
2016-11-10,38339,-0.7899144708844219,NA
2016-11-10,47840,0.41296794945417953,NA
2016-11-10,50973,0.3232696880898179,NA
2016-11-10,54127,0.5205202161343943,NA
2016-11-10,75756,0.4603881373061027,NA
2016-11-10,81798,1.2123072651163402,NA
2016-11-10,116610,-0.031849408631466104,NA
2016-11-10,119221,0.16019792259375829,NA
2016-11-10,182644,0.036303602249980374,NA
2016-11-10,195167,1.0319908385398953,NA
2016-11-10,14635,0.11726082590694559,NA
2016-11-11,101,-1.7860502331185222,NA
2016-11-11,178,-0.7418548338101226,NA
2016-11-11,603,0.6230252748665636,NA
2016-11-11,917,-0.7775548275822003,NA
2016-11-11,1676,0.44949191197271454,NA
2016-11-11,5831,-2.2469313988255677,NA
2016-11-11,12517,-1.6251965558251955,NA
2016-11-11,27864,1.2416477521001517,NA
2016-11-11,27971,-0.20049653542499488,NA
2016-11-11,38339,1.097745762645825,NA
2016-11-11,47840,-1.8664222643970392,NA
2016-11-11,50973,-0.5809799357854908,NA
2016-11-11,54127,0.6133456688447939,NA
2016-11-11,75756,2.1951553832754773,NA
2016-11-11,81798,0.6159485522478567,NA
2016-11-11,116610,-0.37033708719234865,NA
2016-11-11,119221,-0.07473371000694266,NA
2016-11-11,182644,0.834456543668479,NA
2016-11-11,195167,-0.13230723403823594,NA
2016-11-11,14635,-0.8507390705907885,NA
2016-11-12,101,1.514490954842283,NA
2016-11-12,178,2.2583224864594964,NA
2016-11-12,603,-0.06606670072744958,NA
2016-11-12,917,-1.118346052637838,NA
2016-11-12,1676,0.6201198382368719,NA
2016-11-12,5831,-0.31561415726489594,NA
2016-11-12,12517,0.2745012701153977,NA
2016-11-12,27864,0.5820740005508385,NA
2016-11-12,27971,0.019309529117054837,NA
2016-11-12,38339,-0.32251238042213237,NA
2016-11-12,47840,-0.6728038597986443,NA
2016-11-12,50973,0.7757280832721476,NA
2016-11-12,54127,1.0131239632562083,NA
2016-11-12,75756,1.450999048372498,NA
2016-11-12,81798,0.936987505246487,NA
2016-11-12,116610,-0.16401137956894862,NA
2016-11-12,119221,0.07103374136663566,NA
2016-11-12,182644,0.33022346279717385,NA
2016-11-12,195167,1.572450929616828,NA
2016-11-12,14635,0.20113021825252791,NA
2016-11-13,101,2.8523264509507733,NA
2016-11-13,178,-0.6261197322209654,NA
2016-11-13,603,-1.126873323289205,NA
2016-11-13,917,0.29515404331227213,NA
2016-11-13,1676,-0.6687926730990946,NA
2016-11-13,5831,-1.2595831302628768,NA
2016-11-13,12517,0.15022453184993864,NA
2016-11-13,27864,0.4637623717845864,NA
2016-11-13,27971,0.2041913572432844,NA
2016-11-13,38339,-0.035032029278490355,NA
2016-11-13,47840,1.2395231709608998,NA
2016-11-13,50973,-0.9186665434422037,NA
2016-11-13,54127,0.7027551695254913,NA
2016-11-13,75756,1.2327450233784685,NA
2016-11-13,81798,-1.0926803291979899,NA
2016-11-13,116610,1.483459660748994,NA
2016-11-13,119221,-1.9836920210601048,NA
2016-11-13,182644,0.44031441747590516,NA
2016-11-13,195167,0.9369519467558556,NA
2016-11-13,14635,2.108791406929406,NA
2016-11-14,101,0.4330496107505509,NA
2016-11-14,178,-0.5639281594536314,NA
2016-11-14,603,-0.5917770942788418,NA
2016-11-14,917,0.13693422735651214,NA
2016-11-14,1676,-0.34368986492721365,NA
2016-11-14,5831,-1.3717594704384795,NA
2016-11-14,12517,-0.5368784372653017,NA
2016-11-14,27864,0.24194434370517096,NA
